d,c,o,h,l,v
2015-01-09 09:15:00,8294.15,8285.45,8303.0,8285.45,0
2015-01-09 09:30:00,8285.55,8294.1,8295.75,8277.4,0
2015-01-09 09:45:00,8282.0,8285.4,8287.65,8273.95,0
2015-01-09 10:00:00,8281.55,8281.8,8287.35,8274.95,0
2015-01-09 10:15:00,8290.45,8281.5,8291.1,8277.95,0
2015-01-09 10:30:00,8281.35,8290.6,8291.45,8280.45,0
2015-01-09 10:45:00,8285.7,8281.3,8288.2,8279.1,0
2015-01-09 11:00:00,8282.35,8285.75,8288.85,8279.9,0
2015-01-09 11:15:00,8264.75,8282.55,8283.2,8262.85,0
2015-01-09 11:30:00,8255.65,8264.65,8264.75,8250.2,0
2015-01-09 11:45:00,8259.1,8255.95,8260.7,8253.3,0
2015-01-09 12:00:00,8221.85,8259.2,8260.3,8191.1,0
2015-01-09 12:15:00,8214.7,8222.85,8226.9,8208.9,0
2015-01-09 12:30:00,8213.5,8214.85,8219.5,8198.4,0
2015-01-09 12:45:00,8265.85,8214.5,8270.4,8205.7,0
2015-01-09 13:00:00,8245.85,8265.8,8272.6,8245.85,0
2015-01-09 13:15:00,8242.15,8246.7,8249.45,8228.55,0
2015-01-09 13:30:00,8244.1,8242.0,8251.65,8236.55,0
2015-01-09 13:45:00,8216.45,8244.45,8245.35,8204.75,0
2015-01-09 14:00:00,8225.2,8216.95,8240.5,8208.75,0
2015-01-09 14:15:00,8240.1,8224.75,8250.0,8224.75,0
2015-01-09 14:30:00,8252.55,8240.0,8257.3,8230.65,0
2015-01-09 14:45:00,8266.65,8252.4,8280.7,8249.3,0
2015-01-09 15:00:00,8285.7,8268.95,8296.35,8266.65,0
2015-01-09 15:15:00,8280.25,8286.3,8288.05,8278.05,0
2015-01-12 09:15:00,8265.6,8291.35,8291.35,8245.6,0
2015-01-12 09:30:00,8271.1,8265.7,8271.25,8256.35,0
2015-01-12 09:45:00,8285.9,8271.05,8287.6,8265.1,0
2015-01-12 10:00:00,8284.1,8285.8,8292.7,8273.45,0
2015-01-12 10:15:00,8293.35,8283.5,8297.3,8283.1,0
2015-01-12 10:30:00,8285.7,8292.75,8294.1,8280.8,0
2015-01-12 10:45:00,8284.35,8285.8,8290.65,8277.05,0
2015-01-12 11:00:00,8281.35,8284.35,8288.05,8280.8,0
2015-01-12 11:15:00,8285.95,8280.9,8286.25,8276.1,0
2015-01-12 11:30:00,8280.95,8286.0,8289.55,8279.2,0
2015-01-12 11:45:00,8287.75,8281.05,8288.35,8279.8,0
2015-01-12 12:00:00,8268.6,8287.8,8293.9,8263.4,0
2015-01-12 12:15:00,8257.45,8268.95,8270.25,8252.5,0
2015-01-12 12:30:00,8268.1,8257.35,8268.1,8257.35,0
2015-01-12 12:45:00,8270.85,8267.8,8271.65,8262.75,0
2015-01-12 13:00:00,8272.8,8270.75,8275.4,8267.75,0
2015-01-12 13:15:00,8267.85,8272.85,8274.45,8265.65,0
2015-01-12 13:30:00,8277.55,8267.75,8281.65,8267.15,0
2015-01-12 13:45:00,8282.0,8277.85,8290.6,8277.5,0
2015-01-12 14:00:00,8283.3,8281.4,8293.35,8281.4,0
2015-01-12 14:15:00,8319.35,8283.3,8320.1,8282.15,0
2015-01-12 14:30:00,8310.3,8319.3,8322.25,8308.65,0
2015-01-12 14:45:00,8305.85,8310.35,8316.75,8301.25,0
2015-01-12 15:00:00,8319.95,8305.8,8323.6,8305.8,0
2015-01-12 15:15:00,8326.55,8319.55,8332.25,8318.6,0
2015-01-13 09:15:00,8330.95,8346.15,8355.9,8324.4,0
2015-01-13 09:30:00,8340.45,8331.45,8340.95,8322.0,0
2015-01-13 09:45:00,8339.7,8340.4,8349.95,8338.0,0
2015-01-13 10:00:00,8336.7,8340.0,8341.05,8333.1,0
2015-01-13 10:15:00,8337.9,8337.1,8339.2,8332.15,0
2015-01-13 10:30:00,8343.65,8337.85,8344.75,8336.1,0
2015-01-13 10:45:00,8337.95,8343.5,8344.7,8337.6,0
2015-01-13 11:00:00,8336.4,8338.1,8341.6,8335.2,0
2015-01-13 11:15:00,8329.3,8336.6,8338.75,8328.15,0
2015-01-13 11:30:00,8333.25,8329.45,8336.9,8323.3,0
2015-01-13 11:45:00,8338.5,8333.05,8343.4,8331.1,0
2015-01-13 12:00:00,8340.0,8338.6,8341.8,8335.45,0
2015-01-13 12:15:00,8335.65,8340.05,8342.95,8332.9,0
2015-01-13 12:30:00,8328.65,8335.65,8336.25,8321.3,0
2015-01-13 12:45:00,8332.6,8328.6,8333.45,8325.9,0
2015-01-13 13:00:00,8340.65,8332.65,8340.8,8332.3,0
2015-01-13 13:15:00,8352.15,8341.3,8356.25,8340.65,0
2015-01-13 13:30:00,8351.0,8351.95,8353.4,8341.2,0
2015-01-13 13:45:00,8352.4,8350.7,8356.65,8349.25,0
2015-01-13 14:00:00,8339.25,8352.5,8353.25,8339.25,0
2015-01-13 14:15:00,8318.05,8339.8,8343.0,8318.05,0
2015-01-13 14:30:00,8276.65,8317.55,8318.05,8271.3,0
2015-01-13 14:45:00,8281.75,8276.4,8283.95,8268.15,0
2015-01-13 15:00:00,8304.8,8281.0,8305.4,8274.75,0
2015-01-13 15:15:00,8303.8,8304.9,8309.3,8296.2,0
2015-01-14 09:15:00,8300.7,8307.25,8314.15,8286.85,0
2015-01-14 09:30:00,8318.5,8300.45,8323.3,8300.4,0
2015-01-14 09:45:00,8312.15,8318.45,8326.3,8310.8,0
2015-01-14 10:00:00,8304.0,8312.4,8312.55,8299.0,0
2015-01-14 10:15:00,8303.85,8304.25,8304.9,8290.3,0
2015-01-14 10:30:00,8298.65,8303.95,8305.15,8295.05,0
2015-01-14 10:45:00,8304.65,8298.65,8308.5,8298.6,0
2015-01-14 11:00:00,8290.1,8304.45,8304.75,8287.3,0
2015-01-14 11:15:00,8289.5,8290.2,8291.3,8278.55,0
2015-01-14 11:30:00,8288.9,8289.4,8291.75,8281.0,0
2015-01-14 11:45:00,8283.6,8288.55,8293.35,8281.95,0
2015-01-14 12:00:00,8274.9,8283.9,8288.7,8271.7,0
2015-01-14 12:15:00,8247.15,8274.75,8277.55,8247.15,0
2015-01-14 12:30:00,8253.85,8245.9,8254.0,8236.75,0
2015-01-14 12:45:00,8252.45,8253.6,8255.45,8243.4,0
2015-01-14 13:00:00,8257.9,8251.5,8257.9,8248.85,0
2015-01-14 13:15:00,8255.5,8258.2,8264.55,8251.25,0
2015-01-14 13:30:00,8259.35,8255.45,8260.1,8244.05,0
2015-01-14 13:45:00,8256.75,8259.25,8260.5,8247.4,0
2015-01-14 14:00:00,8280.45,8256.7,8291.95,8251.35,0
2015-01-14 14:15:00,8285.2,8281.6,8301.9,8280.45,0
2015-01-14 14:30:00,8261.45,8285.25,8285.4,8260.75,0
2015-01-14 14:45:00,8263.65,8261.25,8264.6,8252.2,0
2015-01-14 15:00:00,8272.8,8263.85,8281.0,8262.3,0
2015-01-14 15:15:00,8287.75,8273.05,8290.25,8269.0,0
2015-01-15 09:15:00,8416.9,8425.2,8452.65,8380.75,0
2015-01-15 09:30:00,8412.85,8416.55,8438.05,8406.35,0
2015-01-15 09:45:00,8422.35,8414.9,8424.15,8405.65,0
2015-01-15 10:00:00,8407.8,8422.35,8426.25,8404.3,0
2015-01-15 10:15:00,8408.45,8407.4,8412.85,8401.95,0
2015-01-15 10:30:00,8404.35,8408.1,8411.3,8399.1,0
2015-01-15 10:45:00,8418.85,8404.15,8420.1,8403.75,0
2015-01-15 11:00:00,8433.3,8419.25,8437.35,8417.1,0
2015-01-15 11:15:00,8431.95,8433.3,8436.75,8430.45,0
2015-01-15 11:30:00,8463.4,8431.8,8463.4,8430.8,0
2015-01-15 11:45:00,8463.4,8462.55,8468.55,8456.0,0
2015-01-15 12:00:00,8459.75,8463.65,8468.45,8453.55,0
2015-01-15 12:15:00,8460.3,8459.45,8464.55,8451.75,0
2015-01-15 12:30:00,8471.85,8459.55,8473.1,8459.45,0
2015-01-15 12:45:00,8475.85,8471.8,8482.95,8469.1,0
2015-01-15 13:00:00,8472.65,8475.5,8478.0,8470.05,0
2015-01-15 13:15:00,8476.5,8472.6,8479.5,8468.15,0
2015-01-15 13:30:00,8481.65,8476.45,8486.85,8476.1,0
2015-01-15 13:45:00,8479.4,8481.85,8481.9,8472.9,0
2015-01-15 14:00:00,8491.1,8478.55,8496.7,8475.6,0
2015-01-15 14:15:00,8491.35,8490.8,8494.3,8487.1,0
2015-01-15 14:30:00,8512.15,8491.6,8515.95,8491.4,0
2015-01-15 14:45:00,8516.55,8511.95,8526.9,8509.35,0
2015-01-15 15:00:00,8510.75,8516.5,8516.5,8497.8,0
2015-01-15 15:15:00,8461.15,8510.45,8511.0,8459.35,0
2015-01-19 09:15:00,8560.65,8553.4,8560.75,8552.8,0
2015-01-19 09:30:00,8553.95,8560.8,8561.15,8548.2,0
2015-01-19 09:45:00,8554.2,8554.05,8561.8,8553.35,0
2015-01-19 10:00:00,8560.3,8553.3,8565.8,8552.05,0
2015-01-19 10:15:00,8565.7,8560.4,8566.8,8556.85,0
2015-01-19 10:30:00,8560.0,8565.5,8570.8,8559.85,0
2015-01-19 10:45:00,8568.7,8560.6,8569.95,8554.75,0
2015-01-19 11:00:00,8566.7,8568.35,8569.7,8560.45,0
2015-01-19 11:15:00,8551.2,8566.55,8568.15,8550.75,0
2015-01-19 11:30:00,8545.0,8551.65,8553.3,8540.7,0
2015-01-19 11:45:00,8547.6,8544.8,8554.1,8544.3,0
2015-01-19 12:00:00,8551.0,8548.2,8555.2,8547.75,0
2015-01-19 12:15:00,8534.7,8551.35,8551.55,8531.7,0
2015-01-19 12:30:00,8539.6,8533.35,8545.35,8533.35,0
2015-01-19 12:45:00,8549.45,8540.15,8550.0,8539.55,0
2015-01-19 13:00:00,8553.4,8549.75,8556.8,8549.05,0
2015-01-19 13:15:00,8559.4,8553.45,8561.9,8552.25,0
2015-01-19 13:30:00,8556.4,8559.5,8560.85,8553.0,0
2015-01-19 13:45:00,8566.2,8556.15,8566.85,8554.45,0
2015-01-19 14:00:00,8564.55,8566.05,8568.25,8559.1,0
2015-01-19 14:15:00,8558.3,8564.15,8565.55,8556.15,0
2015-01-19 14:30:00,8556.7,8558.35,8560.7,8548.55,0
2015-01-19 14:45:00,8551.6,8556.8,8560.05,8543.45,0
2015-01-19 15:00:00,8551.45,8551.7,8557.45,8546.25,0
2015-01-19 15:15:00,8550.3,8550.85,8552.9,8546.4,0
2015-01-20 09:15:00,8584.55,8575.1,8587.25,8574.65,0
2015-01-20 09:30:00,8592.6,8584.8,8594.6,8579.75,0
2015-01-20 09:45:00,8590.95,8592.05,8596.75,8588.95,0
2015-01-20 10:00:00,8598.3,8591.6,8599.2,8591.15,0
2015-01-20 10:15:00,8595.1,8598.55,8601.85,8592.75,0
2015-01-20 10:30:00,8598.5,8595.1,8599.05,8592.85,0
2015-01-20 10:45:00,8600.85,8598.35,8604.9,8598.1,0
2015-01-20 11:00:00,8599.25,8601.15,8605.0,8599.25,0
2015-01-20 11:15:00,8596.7,8599.3,8601.6,8592.0,0
2015-01-20 11:30:00,8596.95,8596.05,8598.65,8593.85,0
2015-01-20 11:45:00,8605.3,8596.85,8607.75,8596.2,0
2015-01-20 12:00:00,8603.9,8605.5,8608.4,8599.1,0
2015-01-20 12:15:00,8615.3,8604.25,8616.55,8602.7,0
2015-01-20 12:30:00,8624.55,8615.3,8624.55,8614.5,0
2015-01-20 12:45:00,8616.65,8624.35,8629.3,8612.9,0
2015-01-20 13:00:00,8624.45,8616.85,8625.2,8616.25,0
2015-01-20 13:15:00,8626.05,8623.85,8626.4,8614.0,0
2015-01-20 13:30:00,8641.6,8625.95,8642.95,8624.75,0
2015-01-20 13:45:00,8645.45,8642.2,8649.3,8634.5,0
2015-01-20 14:00:00,8654.6,8645.55,8658.6,8642.25,0
2015-01-20 14:15:00,8663.95,8654.9,8670.85,8654.5,0
2015-01-20 14:30:00,8682.2,8663.95,8684.2,8660.05,0
2015-01-20 14:45:00,8692.45,8682.1,8694.9,8680.85,0
2015-01-20 15:00:00,8689.85,8692.9,8707.75,8689.15,0
2015-01-20 15:15:00,8691.25,8689.9,8696.9,8687.1,0
2015-01-21 09:15:00,8716.15,8719.65,8721.9,8699.9,0
2015-01-21 09:30:00,8730.1,8715.75,8732.25,8711.45,0
2015-01-21 09:45:00,8736.35,8730.2,8739.95,8723.6,0
2015-01-21 10:00:00,8715.75,8736.5,8741.5,8714.65,0
2015-01-21 10:15:00,8728.1,8716.25,8733.15,8713.1,0
2015-01-21 10:30:00,8718.25,8727.8,8728.0,8718.15,0
2015-01-21 10:45:00,8703.65,8717.75,8722.7,8703.2,0
2015-01-21 11:00:00,8704.5,8703.35,8710.45,8689.7,0
2015-01-21 11:15:00,8711.05,8704.85,8712.25,8696.4,0
2015-01-21 11:30:00,8707.9,8711.35,8717.95,8706.15,0
2015-01-21 11:45:00,8719.1,8707.7,8719.75,8707.4,0
2015-01-21 12:00:00,8720.25,8719.55,8728.45,8718.45,0
2015-01-21 12:15:00,8723.0,8719.9,8724.75,8715.95,0
2015-01-21 12:30:00,8720.0,8723.35,8723.4,8709.8,0
2015-01-21 12:45:00,8715.2,8720.05,8720.25,8703.05,0
2015-01-21 13:00:00,8719.8,8715.3,8722.25,8708.3,0
2015-01-21 13:15:00,8718.2,8719.75,8727.4,8716.55,0
2015-01-21 13:30:00,8728.0,8717.7,8734.6,8717.55,0
2015-01-21 13:45:00,8725.45,8727.3,8727.55,8720.1,0
2015-01-21 14:00:00,8715.3,8725.05,8728.8,8712.25,0
2015-01-21 14:15:00,8709.95,8715.1,8716.1,8703.2,0
2015-01-21 14:30:00,8721.05,8709.95,8726.05,8709.8,0
2015-01-21 14:45:00,8723.0,8721.25,8732.1,8720.4,0
2015-01-21 15:00:00,8730.7,8723.15,8733.7,8723.15,0
2015-01-21 15:15:00,8728.05,8731.3,8734.8,8723.6,0
2015-01-22 09:15:00,8741.55,8745.85,8754.55,8737.7,0
2015-01-22 09:30:00,8754.65,8740.8,8754.8,8735.0,0
2015-01-22 09:45:00,8760.55,8753.9,8764.25,8751.45,0
2015-01-22 10:00:00,8762.05,8760.5,8762.15,8751.6,0
2015-01-22 10:15:00,8766.9,8764.15,8767.15,8760.05,0
2015-01-22 10:30:00,8768.15,8766.1,8771.75,8764.1,0
2015-01-22 10:45:00,8752.8,8768.15,8772.45,8752.75,0
2015-01-22 11:00:00,8754.7,8751.85,8758.55,8747.8,0
2015-01-22 11:15:00,8755.35,8754.85,8756.3,8750.05,0
2015-01-22 11:30:00,8760.7,8754.95,8761.15,8754.4,0
2015-01-22 11:45:00,8760.9,8760.9,8765.6,8754.75,0
2015-01-22 12:00:00,8758.45,8759.9,8765.15,8757.8,0
2015-01-22 12:15:00,8752.35,8757.5,8760.95,8752.2,0
2015-01-22 12:30:00,8755.15,8752.75,8758.5,8744.5,0
2015-01-22 12:45:00,8746.6,8753.65,8755.95,8746.0,0
2015-01-22 13:00:00,8746.65,8745.8,8749.05,8741.55,0
2015-01-22 13:15:00,8749.0,8746.55,8753.25,8743.5,0
2015-01-22 13:30:00,8748.45,8749.15,8761.8,8744.35,0
2015-01-22 13:45:00,8743.15,8748.25,8752.6,8741.0,0
2015-01-22 14:00:00,8735.35,8742.2,8742.4,8728.75,0
2015-01-22 14:15:00,8741.7,8735.05,8748.45,8727.15,0
2015-01-22 14:30:00,8740.7,8741.4,8746.3,8737.55,0
2015-01-22 14:45:00,8735.55,8740.5,8744.1,8735.05,0
2015-01-22 15:00:00,8760.3,8735.65,8761.2,8735.65,0
2015-01-22 15:15:00,8762.2,8759.95,8774.0,8759.95,0
2015-01-23 09:15:00,8851.75,8827.95,8860.75,8827.95,0
2015-01-23 09:30:00,8857.7,8852.8,8866.15,8851.85,0
2015-01-23 09:45:00,8853.65,8857.55,8863.7,8853.65,0
2015-01-23 10:00:00,8843.7,8854.25,8860.95,8843.15,0
2015-01-23 10:15:00,8813.85,8843.25,8843.75,8807.55,0
2015-01-23 10:30:00,8818.3,8813.15,8821.85,8804.35,0
2015-01-23 10:45:00,8806.75,8818.3,8819.1,8803.85,0
2015-01-23 11:00:00,8806.15,8806.8,8808.85,8795.6,0
2015-01-23 11:15:00,8805.1,8805.6,8811.55,8799.8,0
2015-01-23 11:30:00,8808.95,8805.4,8810.5,8799.5,0
2015-01-23 11:45:00,8814.8,8809.4,8820.95,8806.15,0
2015-01-23 12:00:00,8807.7,8814.85,8816.35,8807.2,0
2015-01-23 12:15:00,8811.65,8807.5,8815.45,8807.15,0
2015-01-23 12:30:00,8812.7,8811.65,8815.1,8811.3,0
2015-01-23 12:45:00,8814.75,8812.85,8815.35,8809.25,0
2015-01-23 13:00:00,8822.4,8814.8,8827.9,8814.3,0
2015-01-23 13:15:00,8824.1,8822.65,8827.45,8818.45,0
2015-01-23 13:30:00,8810.05,8824.15,8826.0,8806.7,0
2015-01-23 13:45:00,8834.4,8809.7,8837.0,8809.5,0
2015-01-23 14:00:00,8830.35,8834.3,8836.8,8828.45,0
2015-01-23 14:15:00,8827.65,8830.1,8831.55,8822.8,0
2015-01-23 14:30:00,8822.4,8827.55,8830.7,8821.55,0
2015-01-23 14:45:00,8826.1,8822.2,8829.6,8819.25,0
2015-01-23 15:00:00,8834.85,8827.45,8849.6,8827.4,0
2015-01-23 15:15:00,8823.55,8834.9,8837.05,8822.35,0
2015-01-27 09:15:00,8849.3,8871.35,8874.7,8826.1,0
2015-01-27 09:30:00,8854.5,8849.0,8855.85,8837.75,0
2015-01-27 09:45:00,8857.1,8854.25,8857.8,8847.3,0
2015-01-27 10:00:00,8854.3,8857.3,8858.65,8851.05,0
2015-01-27 10:15:00,8856.2,8853.95,8861.15,8853.8,0
2015-01-27 10:30:00,8850.3,8856.1,8858.6,8847.85,0
2015-01-27 10:45:00,8849.3,8850.3,8853.55,8847.25,0
2015-01-27 11:00:00,8847.15,8848.5,8851.45,8840.05,0
2015-01-27 11:15:00,8843.55,8847.7,8850.05,8842.4,0
2015-01-27 11:30:00,8837.55,8843.8,8846.15,8832.45,0
2015-01-27 11:45:00,8832.75,8837.6,8840.0,8826.0,0
2015-01-27 12:00:00,8833.45,8832.65,8836.0,8825.55,0
2015-01-27 12:15:00,8843.65,8833.45,8843.65,8833.1,0
2015-01-27 12:30:00,8842.25,8843.45,8843.8,8833.35,0
2015-01-27 12:45:00,8836.3,8841.8,8841.8,8834.95,0
2015-01-27 13:00:00,8850.2,8836.7,8853.0,8835.3,0
2015-01-27 13:15:00,8848.05,8849.6,8853.55,8846.55,0
2015-01-27 13:30:00,8851.0,8848.05,8864.45,8846.0,0
2015-01-27 13:45:00,8849.45,8850.85,8852.9,8842.55,0
2015-01-27 14:00:00,8851.15,8849.85,8853.5,8846.5,0
2015-01-27 14:15:00,8872.2,8850.8,8873.1,8850.55,0
2015-01-27 14:30:00,8883.6,8873.35,8888.0,8866.5,0
2015-01-27 14:45:00,8895.75,8883.35,8899.1,8883.35,0
2015-01-27 15:00:00,8915.5,8896.15,8924.95,8896.15,0
2015-01-27 15:15:00,8904.2,8915.35,8916.3,8902.0,0
2015-01-28 09:15:00,8904.7,8902.75,8909.35,8892.65,0
2015-01-28 09:30:00,8889.95,8904.55,8917.95,8889.95,0
2015-01-28 09:45:00,8902.9,8889.65,8903.7,8889.35,0
2015-01-28 10:00:00,8909.15,8902.95,8915.55,8901.45,0
2015-01-28 10:15:00,8906.2,8910.15,8910.15,8898.5,0
2015-01-28 10:30:00,8899.05,8906.6,8909.65,8898.4,0
2015-01-28 10:45:00,8914.85,8898.75,8914.85,8898.75,0
2015-01-28 11:00:00,8928.0,8914.4,8930.65,8912.1,0
2015-01-28 11:15:00,8957.2,8928.7,8957.3,8928.0,0
2015-01-28 11:30:00,8954.8,8957.1,8957.85,8946.8,0
2015-01-28 11:45:00,8954.55,8954.6,8961.8,8950.2,0
2015-01-28 12:00:00,8955.3,8954.65,8960.15,8951.45,0
2015-01-28 12:15:00,8976.85,8955.25,8978.3,8953.4,0
2015-01-28 12:30:00,8944.1,8976.45,8985.05,8927.7,0
2015-01-28 12:45:00,8928.2,8943.7,8946.2,8917.3,0
2015-01-28 13:00:00,8928.7,8928.3,8932.8,8907.55,0
2015-01-28 13:15:00,8912.35,8928.15,8936.7,8907.7,0
2015-01-28 13:30:00,8908.4,8913.3,8924.85,8903.2,0
2015-01-28 13:45:00,8900.85,8908.1,8914.0,8892.45,0
2015-01-28 14:00:00,8907.75,8900.7,8919.95,8899.5,0
2015-01-28 14:15:00,8890.65,8907.8,8908.55,8880.3,0
2015-01-28 14:30:00,8877.8,8890.65,8900.9,8874.2,0
2015-01-28 14:45:00,8898.6,8877.3,8900.05,8875.9,0
2015-01-28 15:00:00,8920.05,8898.55,8923.75,8898.55,0
2015-01-28 15:15:00,8906.8,8920.25,8921.0,8905.0,0
2015-01-29 09:15:00,8870.65,8901.5,8901.5,8862.15,0
2015-01-29 09:30:00,8872.95,8870.7,8877.5,8861.65,0
2015-01-29 09:45:00,8880.3,8872.75,8884.35,8869.55,0
2015-01-29 10:00:00,8873.4,8880.45,8885.45,8868.8,0
2015-01-29 10:15:00,8883.1,8873.6,8888.85,8873.0,0
2015-01-29 10:30:00,8890.35,8883.25,8892.65,8879.55,0
2015-01-29 10:45:00,8878.85,8890.4,8890.8,8877.6,0
2015-01-29 11:00:00,8872.75,8879.15,8883.5,8872.75,0
2015-01-29 11:15:00,8867.7,8872.7,8874.3,8863.4,0
2015-01-29 11:30:00,8877.55,8867.6,8880.4,8865.85,0
2015-01-29 11:45:00,8887.1,8877.65,8889.95,8876.2,0
2015-01-29 12:00:00,8900.15,8887.05,8907.45,8885.45,0
2015-01-29 12:15:00,8888.05,8898.75,8900.0,8886.55,0
2015-01-29 12:30:00,8887.45,8887.55,8891.05,8885.9,0
2015-01-29 12:45:00,8883.95,8886.45,8888.1,8875.15,0
2015-01-29 13:00:00,8876.65,8883.9,8889.55,8874.35,0
2015-01-29 13:15:00,8886.05,8875.95,8886.05,8872.0,0
2015-01-29 13:30:00,8894.6,8885.0,8904.95,8883.9,0
2015-01-29 13:45:00,8895.75,8893.15,8901.1,8890.75,0
2015-01-29 14:00:00,8883.2,8895.45,8896.5,8875.95,0
2015-01-29 14:15:00,8878.2,8882.9,8885.25,8874.9,0
2015-01-29 14:30:00,8887.75,8878.4,8899.0,8871.35,0
2015-01-29 14:45:00,8894.2,8888.15,8899.85,8884.2,0
2015-01-29 15:00:00,8953.45,8895.5,8966.2,8895.5,0
2015-01-29 15:15:00,8950.2,8954.05,8958.6,8945.05,0
2015-01-30 09:15:00,8949.1,8996.6,8996.6,8942.5,0
2015-01-30 09:30:00,8941.0,8949.35,8955.5,8933.7,0
2015-01-30 09:45:00,8925.5,8940.7,8941.5,8917.4,0
2015-01-30 10:00:00,8925.6,8926.55,8934.1,8920.1,0
2015-01-30 10:15:00,8933.85,8925.8,8935.5,8923.1,0
2015-01-30 10:30:00,8919.4,8934.35,8938.0,8911.65,0
2015-01-30 10:45:00,8904.5,8919.5,8921.1,8900.7,0
2015-01-30 11:00:00,8868.1,8903.85,8905.3,8861.95,0
2015-01-30 11:15:00,8855.0,8867.85,8882.3,8853.3,0
2015-01-30 11:30:00,8830.85,8854.6,8863.75,8820.5,0
2015-01-30 11:45:00,8834.55,8830.4,8848.95,8827.8,0
2015-01-30 12:00:00,8834.85,8833.1,8840.1,8828.75,0
2015-01-30 12:15:00,8846.05,8834.65,8858.25,8833.25,0
2015-01-30 12:30:00,8833.6,8845.6,8853.05,8830.95,0
2015-01-30 12:45:00,8843.8,8833.25,8844.75,8831.75,0
2015-01-30 13:00:00,8835.1,8844.0,8845.1,8829.1,0
2015-01-30 13:15:00,8832.7,8834.85,8839.45,8828.35,0
2015-01-30 13:30:00,8851.9,8832.55,8854.1,8827.4,0
2015-01-30 13:45:00,8839.95,8851.45,8854.25,8837.05,0
2015-01-30 14:00:00,8799.1,8841.6,8844.05,8798.55,0
2015-01-30 14:15:00,8783.3,8799.7,8807.0,8775.6,0
2015-01-30 14:30:00,8808.2,8782.8,8809.2,8779.55,0
2015-01-30 14:45:00,8796.8,8808.1,8810.1,8784.45,0
2015-01-30 15:00:00,8808.05,8796.95,8823.75,8796.25,0
2015-01-30 15:15:00,8821.45,8807.95,8824.35,8798.1,0
2015-02-02 09:15:00,8788.1,8802.5,8807.8,8772.45,0
2015-02-02 09:30:00,8787.1,8787.95,8797.05,8772.8,0
2015-02-02 09:45:00,8797.8,8786.75,8797.95,8780.35,0
2015-02-02 10:00:00,8777.25,8797.6,8797.6,8775.65,0
2015-02-02 10:15:00,8784.8,8776.85,8786.4,8775.6,0
2015-02-02 10:30:00,8795.35,8784.55,8796.95,8772.65,0
2015-02-02 10:45:00,8786.9,8795.5,8805.25,8785.1,0
2015-02-02 11:00:00,8786.75,8786.2,8793.4,8785.25,0
2015-02-02 11:15:00,8784.05,8786.3,8792.35,8782.45,0
2015-02-02 11:30:00,8781.25,8783.75,8790.8,8777.9,0
2015-02-02 11:45:00,8759.65,8780.75,8782.9,8756.25,0
2015-02-02 12:00:00,8768.5,8759.35,8769.8,8751.45,0
2015-02-02 12:15:00,8760.4,8767.85,8769.75,8752.85,0
2015-02-02 12:30:00,8764.6,8759.85,8768.4,8759.2,0
2015-02-02 12:45:00,8759.05,8764.8,8765.4,8754.65,0
2015-02-02 13:00:00,8758.45,8759.0,8762.7,8755.85,0
2015-02-02 13:15:00,8778.9,8758.8,8778.9,8755.35,0
2015-02-02 13:30:00,8810.7,8779.2,8839.05,8777.4,0
2015-02-02 13:45:00,8810.7,8811.9,8828.1,8807.9,0
2015-02-02 14:00:00,8826.25,8810.1,8839.9,8809.15,0
2015-02-02 14:15:00,8802.05,8825.9,8826.8,8801.7,0
2015-02-02 14:30:00,8785.25,8802.3,8806.95,8779.45,0
2015-02-02 14:45:00,8783.8,8783.25,8792.65,8775.35,0
2015-02-02 15:00:00,8797.05,8784.45,8806.2,8784.4,0
2015-02-02 15:15:00,8798.15,8797.1,8803.55,8789.6,0
2015-02-03 09:15:00,8817.65,8823.15,8836.45,8813.05,0
2015-02-03 09:30:00,8817.1,8818.35,8829.45,8813.7,0
2015-02-03 09:45:00,8802.95,8817.15,8821.75,8802.95,0
2015-02-03 10:00:00,8801.2,8803.35,8809.25,8798.2,0
2015-02-03 10:15:00,8794.0,8801.45,8806.5,8786.45,0
2015-02-03 10:30:00,8806.3,8793.85,8810.4,8791.4,0
2015-02-03 10:45:00,8801.3,8806.35,8806.5,8793.45,0
2015-02-03 11:00:00,8828.45,8802.15,8836.05,8768.7,0
2015-02-03 11:15:00,8808.85,8827.6,8827.6,8808.35,0
2015-02-03 11:30:00,8794.15,8808.9,8808.9,8791.2,0
2015-02-03 11:45:00,8734.2,8794.2,8795.3,8729.7,0
2015-02-03 12:00:00,8741.65,8733.85,8757.3,8733.85,0
2015-02-03 12:15:00,8739.25,8741.4,8747.3,8728.85,0
2015-02-03 12:30:00,8758.15,8740.0,8758.75,8739.7,0
2015-02-03 12:45:00,8737.25,8758.1,8758.1,8736.95,0
2015-02-03 13:00:00,8733.6,8737.4,8744.4,8726.65,0
2015-02-03 13:15:00,8739.3,8734.2,8742.55,8731.45,0
2015-02-03 13:30:00,8756.35,8739.5,8760.7,8735.15,0
2015-02-03 13:45:00,8777.5,8756.15,8795.8,8755.35,0
2015-02-03 14:00:00,8770.35,8777.85,8787.7,8768.8,0
2015-02-03 14:15:00,8783.15,8770.6,8783.4,8767.3,0
2015-02-03 14:30:00,8759.7,8783.55,8784.15,8752.75,0
2015-02-03 14:45:00,8772.0,8759.65,8779.15,8754.85,0
2015-02-03 15:00:00,8761.8,8771.55,8777.8,8757.6,0
